sci.name,obsv.datetime,lat,lon,life.stage,bathy,SST,SSS,common.name
Chelonia mydas,2016-11-01T11:31:00Z,24.092,53.69,NA,31,27.98,38.77,Green
Caretta caretta,2012-01-31T03:36:26Z,9.22597,50.70977,Juvenile,30,26.21,35.65,Loggerhead
Chelonia mydas,2016-11-25T12:35:00Z,25.088,63.055,NA,19,26.38,36.63,Green
Chelonia mydas,2019-08-06T07:07:00Z,24.651,53.045,NA,3,27.91,38.67,Green
Chelonia mydas,2018-06-09T11:44:00Z,24.468,52.976,NA,9,27.92,38.61,Green
Chelonia mydas,2018-11-02T04:16:00Z,24.633,53.05,NA,2,27.91,38.67,Green
Caretta caretta,2011-12-27T23:59:31Z,7.60415,59.40815,Juvenile,2343,28.32,35.81,Loggerhead
Chelonia mydas,2016-08-24T23:41:00Z,25.734,55.868,NA,2,NA,NA,Green
Caretta caretta,2011-03-30T08:35:49Z,12.97527,51.9502,Juvenile,2252,26.97,35.97,Loggerhead
Caretta caretta,2011-04-14T01:52:10Z,6.5395,59.53184,Juvenile,2394,28.59,35.74,Loggerhead
Chelonia mydas,2016-08-21T11:51:00Z,24.661,53.068,NA,4,27.91,38.67,Green
Chelonia mydas,2016-10-19T10:42:00Z,24.593,54.388,NA,7,28.14,38.93,Green
Caretta caretta,2011-04-05T12:27:39Z,5.05289,61.21994,Juvenile,3314,29,35.6,Loggerhead
Caretta caretta,2011-05-14T03:04:30Z,15.33,55.604730000000004,Juvenile,2725,27.01,36.09,Loggerhead
Chelonia mydas,2018-03-30T06:24:00Z,24.572,53.044,NA,2,27.93,38.65,Green
Chelonia mydas,2016-11-16T22:56:00Z,24.086,53.7,NA,35,27.98,38.77,Green
Caretta caretta,2011-02-04T12:46:44Z,13.75258,55.05531,Juvenile,2948,27,36.07,Loggerhead
Chelonia mydas,2018-06-24T12:17:00Z,24.572,54.161,NA,15,28.09,38.88,Green
Caretta caretta,2012-04-22T14:05:15Z,14.48024,56.03439,Juvenile,2895,26.93,36.1,Loggerhead
Chelonia mydas,2016-05-19T06:38:00Z,24.636,53.008,NA,8,27.91,38.67,Green
Chelonia mydas,2017-04-26T02:54:00Z,24.4,52.905,NA,12,27.95,38.53,Green
Caretta caretta,2011-03-14T03:30:59Z,15.08946,55.89832,Juvenile,2504,27.02,36.09,Loggerhead
Chelonia mydas,2016-09-10T13:34:00Z,25.75,55.889,NA,2,NA,NA,Green
Chelonia mydas,2017-06-05T12:22:00Z,24.907,56.451,NA,13,28.5,36.84,Green
Chelonia mydas,2017-05-20T02:37:00Z,24.625,53.029,NA,2,27.91,38.67,Green
Chelonia mydas,2018-05-07T04:38:00Z,24.654,53.042,NA,3,27.91,38.67,Green
Chelonia mydas,2019-10-08T16:57:00Z,24.64,53.075,NA,2,27.91,38.67,Green
Caretta caretta,2012-01-29T01:38:57Z,9.24009,50.71943,Juvenile,34,26.21,35.65,Loggerhead
Chelonia mydas,2017-06-26T13:36:00Z,24.65,53.097,NA,3,27.93,38.71,Green
Chelonia mydas,2018-04-23T03:52:00Z,24.557,53.023,NA,3,27.93,38.65,Green
Caretta caretta,2011-02-19T02:24:09Z,16.17973,52.75774,Juvenile,1492,26.74,36.07,Loggerhead
Chelonia mydas,2017-04-29T01:16:00Z,24.425,53.441,NA,7,28.02,38.76,Green
Chelonia mydas,2016-11-12T12:41:00Z,22.194,59.841,NA,92,26.32,36.49,Green
Chelonia mydas,2019-06-03T05:26:00Z,24.64,53.036,NA,2,27.91,38.67,Green
Chelonia mydas,2016-06-05T03:29:00Z,24.627,53.037,NA,2,27.91,38.67,Green
Caretta caretta,2011-02-07T01:59:36Z,4.39867,54.04513,Juvenile,4756,27.95,35.47,Loggerhead
Chelonia mydas,2018-05-31T05:45:00Z,24.496,52.961,NA,7,27.92,38.61,Green
Chelonia mydas,2017-01-02T03:22:00Z,20.592,58.916,NA,2,26.03,36,Green
Caretta caretta,2012-02-03T07:33:29Z,9.22985,50.7191,Juvenile,34,26.21,35.65,Loggerhead
Chelonia mydas,2019-09-12T13:14:00Z,24.619,53.108,NA,2,27.93,38.71,Green
Chelonia mydas,2018-08-26T02:41:00Z,22.532,59.815,NA,11,26.95,36.64,Green
Caretta caretta,2011-12-29T02:49:13Z,5.40612,48.57789,Juvenile,8,26.56,35.39,Loggerhead
Chelonia mydas,2017-07-25T04:43:00Z,24.651,53.066,NA,2,27.91,38.67,Green
Chelonia mydas,2019-05-18T12:32:00Z,24.58,53.04,NA,2,27.93,38.65,Green
Caretta caretta,2011-06-28T07:51:13Z,6.91111,58.7977,Juvenile,3417,28.41,35.75,Loggerhead
Chelonia mydas,2018-10-12T05:42:00Z,24.645,53.196,NA,10,27.96,38.73,Green
Caretta caretta,2011-03-18T09:38:02Z,16.41824,54.73524,Juvenile,2863,26.73,36.08,Loggerhead
Chelonia mydas,2019-07-14T06:02:00Z,24.645,53.058,NA,2,27.91,38.67,Green
Chelonia mydas,2016-09-15T12:04:00Z,24.242,53.696,NA,18,27.99,38.79,Green
Chelonia mydas,2018-03-17T12:53:00Z,24.568,53.074,NA,2,27.93,38.65,Green
Chelonia mydas,2016-09-17T22:33:00Z,24.629,53.047,NA,2,27.91,38.67,Green
Caretta caretta,2012-04-05T15:43:56Z,15.51998,55.57734,Juvenile,2910,26.97,36.09,Loggerhead
Chelonia mydas,2017-05-05T23:57:00Z,24.673,54.001,NA,16,28.12,38.85,Green
Caretta caretta,2012-03-31T20:47:51Z,15.721,53.28592,Juvenile,2400,26.96,36.1,Loggerhead
Chelonia mydas,2016-07-26T22:36:00Z,25.806,55.798,NA,16,28.14,38.7,Green
Caretta caretta,2012-03-01T21:46:48Z,15.31847,55.78498,Juvenile,2810,27,36.09,Loggerhead
Chelonia mydas,2018-10-07T12:06:00Z,22.712,60.201,NA,3026,26.89,36.62,Green
Chelonia mydas,2019-07-15T15:28:00Z,24.63,53.031,NA,3,27.91,38.67,Green
Caretta caretta,2011-07-18T18:24:16Z,7.50566,60.03176,Juvenile,2406,28.44,35.82,Loggerhead
Caretta caretta,2011-12-26T01:46:13Z,4.80702,48.17364,Juvenile,11,26.59,35.41,Loggerhead
Chelonia mydas,2019-05-09T19:04:00Z,24.396,53.121,NA,5,28.01,38.64,Green
Caretta caretta,2011-11-25T16:41:28Z,0.01856,53.04479,Juvenile,5038,28.19,35.37,Loggerhead
Chelonia mydas,2016-08-22T22:28:00Z,25.793,55.876,NA,6,28.13,38.64,Green
Caretta caretta,2011-04-19T20:27:04Z,4.35192,47.88627,Juvenile,11,26.58,35.4,Loggerhead
Caretta caretta,2012-01-14T21:27:45Z,8.37759,50.36292,Juvenile,129,26.25,35.58,Loggerhead
Caretta caretta,2011-04-17T12:44:40Z,13.31925,52.55844,Juvenile,2203,26.76,35.98,Loggerhead
Caretta caretta,2011-06-08T19:59:09Z,18.35384,56.80157,Juvenile,22,24.98,36.02,Loggerhead
Chelonia mydas,2016-10-07T23:51:00Z,24.617,53.017,NA,2,27.91,38.67,Green
Chelonia mydas,2016-08-14T17:02:00Z,25.646,55.7,NA,12,28.21,38.74,Green
Caretta caretta,2012-01-13T04:07:18Z,10.72544,55.9568,Juvenile,4531,27.09,35.94,Loggerhead
Chelonia mydas,2016-12-14T11:40:00Z,26.086,56.478,NA,69,28.09,36.87,Green
Caretta caretta,2011-05-01T21:28:11Z,15.20669,56.91535,Juvenile,3299,26.9,36.13,Loggerhead
Caretta caretta,2011-12-24T05:36:46Z,6.2944,59.14627,Juvenile,4315,28.58,35.72,Loggerhead
Chelonia mydas,2018-05-22T05:04:00Z,24.631,53.072,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-01T11:46:00Z,24.624,53.042,NA,2,27.91,38.67,Green
Caretta caretta,2012-04-30T18:48:56Z,9.2437,50.70478,Juvenile,27,26.21,35.65,Loggerhead
Chelonia mydas,2018-09-09T03:44:00Z,24.568,53.049,NA,2,27.93,38.65,Green
Caretta caretta,2012-01-08T06:57:36Z,9.86271,56.93407,Juvenile,3436,27.45,35.92,Loggerhead
Chelonia mydas,2017-04-28T12:51:00Z,24.342,53.243,NA,4,28,38.67,Green
Caretta caretta,2012-02-05T13:16:40Z,9.24444,50.77608,Juvenile,21,26.21,35.65,Loggerhead
Chelonia mydas,2019-08-21T06:43:00Z,24.641,53.053,NA,2,27.91,38.67,Green
Caretta caretta,2011-02-22T12:41:59Z,14.922180000000001,52.34377,Juvenile,2463,27.07,36.05,Loggerhead
Chelonia mydas,2016-08-26T10:44:00Z,24.545,54.424,NA,2,28.09,38.96,Green
Chelonia mydas,2017-08-02T03:18:00Z,24.891,53.135,NA,19,27.86,38.7,Green
Chelonia mydas,2018-07-16T02:43:00Z,24.641,53.036,NA,2,27.91,38.67,Green
Chelonia mydas,2018-05-21T12:05:00Z,24.648,53.078,NA,2,27.91,38.67,Green
Chelonia mydas,2016-09-05T06:42:00Z,24.247,53.697,NA,18,27.99,38.79,Green
Chelonia mydas,2018-08-08T05:01:00Z,22.489,59.76,NA,3,NA,NA,Green
Caretta caretta,2012-04-30T18:41:15Z,15.92714,55.84968,Juvenile,3153,26.89,36.1,Loggerhead
Chelonia mydas,2019-06-19T13:06:00Z,24.654,52.985,NA,12,27.89,38.66,Green
Chelonia mydas,2017-06-06T12:05:00Z,24.557,56.594,NA,4,28.5,36.83,Green
Caretta caretta,2011-03-14T03:03:19Z,14.19866,52.35607,Juvenile,2268,27.07,36.03,Loggerhead
Chelonia mydas,2016-07-25T14:50:00Z,25.693,55.783,NA,2,28.19,38.72,Green
Caretta caretta,2012-02-29T18:41:25Z,15.74834,56.26152,Juvenile,3103,26.92,36.11,Loggerhead
Caretta caretta,2011-04-11T08:32:23Z,16.00947,54.44234,Juvenile,2856,26.91,36.1,Loggerhead
Caretta caretta,2012-03-18T20:18:13Z,14.14883,54.16161,Juvenile,2884,26.95,36.05,Loggerhead
Caretta caretta,2011-03-24T16:13:14Z,13.57133,51.23896,Juvenile,2099,27.77,36.03,Loggerhead
Chelonia mydas,2016-08-15T23:45:00Z,25.744,55.884,NA,2,NA,NA,Green
Caretta caretta,2011-08-07T13:20:52Z,2.67321,46.32426,Juvenile,44,26.87,35.23,Loggerhead
Caretta caretta,2012-04-25T07:05:08Z,9.22229,50.676,Juvenile,7,26.21,35.65,Loggerhead
Chelonia mydas,2018-06-12T11:13:00Z,24.547,53.036,NA,2,27.93,38.65,Green
Chelonia mydas,2016-05-26T11:31:00Z,24.66,53.079,NA,4,27.91,38.67,Green
Caretta caretta,2011-12-21T03:35:51Z,5.0703,58.2802,Juvenile,3749,28.64,35.61,Loggerhead
Chelonia mydas,2019-07-05T06:27:00Z,24.646,53.067,NA,2,27.91,38.67,Green
Chelonia mydas,2016-10-28T13:31:00Z,25.739,55.834,NA,3,NA,NA,Green
Chelonia mydas,2016-08-11T15:59:00Z,25.74,55.786,NA,5,28.19,38.72,Green
Caretta caretta,2011-12-26T00:57:28Z,4.86607,48.28115,Juvenile,31,26.59,35.4,Loggerhead
Chelonia mydas,2018-11-14T04:40:00Z,24.639,53.072,NA,2,27.91,38.67,Green
Caretta caretta,2011-02-04T14:31:59Z,13.78983,55.00944,Juvenile,2943,27,36.07,Loggerhead
Chelonia mydas,2017-05-06T11:14:00Z,24.824,53.206,NA,15,27.9,38.73,Green
Chelonia mydas,2016-09-05T10:41:00Z,25.737,55.841,NA,3,NA,NA,Green
Caretta caretta,2012-05-18T17:38:32Z,15.07541,55.06802,Juvenile,2600,27.01,36.08,Loggerhead
Chelonia mydas,2016-10-18T23:19:00Z,24.547,54.383,NA,5,28.09,38.93,Green
Chelonia mydas,2016-12-02T13:53:00Z,23.611,58.681,NA,351,28.07,36.79,Green
Chelonia mydas,2019-06-06T06:29:00Z,24.65,53.045,NA,2,27.91,38.67,Green
Chelonia mydas,2018-08-07T06:36:00Z,25.33,52.697,NA,16,27.66,38.57,Green
Chelonia mydas,2018-04-07T07:40:00Z,24.648,53.043,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-27T00:11:56Z,12.94741,51.17405,Juvenile,2461,27.82,36.03,Loggerhead
Chelonia mydas,2016-08-31T22:25:00Z,24.633,53.044,NA,2,27.91,38.67,Green
Caretta caretta,2012-04-05T08:37:16Z,15.67108,55.51756,Juvenile,3516,26.96,36.09,Loggerhead
Caretta caretta,2011-11-24T22:13:08Z,1.16067,44.30713,Juvenile,309,26.9,35.13,Loggerhead
Chelonia mydas,2018-06-28T06:03:00Z,24.655,53.019,NA,9,27.91,38.67,Green
Chelonia mydas,2018-06-12T06:27:00Z,24.838,53.094,NA,6,27.86,38.7,Green
Caretta caretta,2011-04-27T08:17:18Z,9.78372,60.02877,Juvenile,4272,27.92,36.04,Loggerhead
Caretta caretta,2012-04-08T08:39:58Z,14.90618,55.7962,Juvenile,1863,27.03,36.09,Loggerhead
Chelonia mydas,2018-04-29T05:59:00Z,24.645,53.054,NA,2,27.91,38.67,Green
Caretta caretta,2011-05-14T07:19:31Z,15.31145,55.4775,Juvenile,2858,27.01,36.09,Loggerhead
Chelonia mydas,2017-04-27T11:24:00Z,24.399,53.505,NA,14,28.04,38.75,Green
Caretta caretta,2011-03-23T20:27:43Z,16.94981,54.0784,Juvenile,27,26.5,36,Loggerhead
Chelonia mydas,2017-01-09T04:24:00Z,24.111,53.624,NA,8,27.97,38.76,Green
Caretta caretta,2011-05-20T12:58:32Z,16.10997,55.12511,Juvenile,2932,26.85,36.1,Loggerhead
Chelonia mydas,2018-09-05T11:36:00Z,24.67,53.07,NA,7,27.91,38.69,Green
Chelonia mydas,2019-06-21T15:01:00Z,24.645,53.052,NA,2,27.91,38.67,Green
Caretta caretta,2012-01-19T15:16:55Z,8.83729,50.43147,Juvenile,3,26.24,35.61,Loggerhead
Chelonia mydas,2019-05-22T13:21:00Z,24.662,53.101,NA,7,27.93,38.71,Green
Caretta caretta,2012-04-02T09:10:46Z,16.5302,54.00621,Juvenile,2274,26.66,36.06,Loggerhead
Chelonia mydas,2018-06-12T11:19:00Z,24.59,53.168,NA,9,27.96,38.73,Green
Caretta caretta,2011-03-20T00:43:23Z,16.93914,54.70439,Juvenile,138,26.41,36.01,Loggerhead
Caretta caretta,2011-04-06T13:28:30Z,15.3549,52.18686,Juvenile,127,26.87,36.04,Loggerhead
Chelonia mydas,2016-09-20T13:31:00Z,25.754,55.855,NA,3,28.13,38.64,Green
Caretta caretta,2010-12-22T10:12:06Z,-0.02906,55.82663,Juvenile,3461,28.62,35.35,Loggerhead
Chelonia mydas,2017-06-14T23:06:00Z,24.66,52.917,NA,10,27.89,38.66,Green
Caretta caretta,2012-06-16T22:38:08Z,19.475460000000002,62.09044,Juvenile,3567,27.08,36.36,Loggerhead
Chelonia mydas,2017-05-01T05:22:00Z,24.853,53.08,NA,2,27.84,38.69,Green
Chelonia mydas,2018-06-07T12:18:00Z,25.376,55.243,NA,20,28.25,38.95,Green
Caretta caretta,2012-01-04T21:25:39Z,9.32783,57.46801,Juvenile,2419,27.63,35.89,Loggerhead
Chelonia mydas,2017-03-29T16:16:00Z,24.581,52.993,NA,5,27.89,38.64,Green
Chelonia mydas,2017-03-09T02:33:00Z,24.734,54.415,NA,14,28.13,38.93,Green
Caretta caretta,2011-04-08T16:17:08Z,15.77467,54.11991,Juvenile,2714,26.95,36.1,Loggerhead
Caretta caretta,2011-05-20T04:56:42Z,16.27841,55.09268,Juvenile,3009,26.75,36.09,Loggerhead
Chelonia mydas,2018-05-26T04:09:00Z,24.64,53.056,NA,2,27.91,38.67,Green
Caretta caretta,2011-01-23T14:00:16Z,10.40029,57.53007,Juvenile,3371,27.45,35.98,Loggerhead
Caretta caretta,2012-04-13T09:18:02Z,15.41714,56.2675,Juvenile,2918,26.95,36.11,Loggerhead
Chelonia mydas,2019-06-03T05:54:00Z,24.796,53.003,NA,18,27.87,38.69,Green
Caretta caretta,2011-03-27T05:38:01Z,12.91052,51.13585,Juvenile,2442,27.9,36.04,Loggerhead
Chelonia mydas,2018-06-12T11:15:00Z,25.402,55.246,NA,22,28.25,38.95,Green
Caretta caretta,2011-07-17T18:28:08Z,7.52229,60.19682,Juvenile,2411,28.45,35.82,Loggerhead
Chelonia mydas,2016-09-08T14:17:00Z,24.649,53.039,NA,2,27.91,38.67,Green
Caretta caretta,2012-05-15T00:31:51Z,16.58098,54.71807,Juvenile,2220,26.63,36.07,Loggerhead
Chelonia mydas,2017-04-28T14:28:00Z,25.741,55.858,NA,2,NA,NA,Green
Chelonia mydas,2018-04-17T12:01:00Z,25.375,55.201,NA,21,28.25,38.95,Green
Caretta caretta,2011-11-26T13:20:48Z,0.36187,53.1242,Juvenile,5088,28.19,35.37,Loggerhead
Chelonia mydas,2019-06-01T13:13:00Z,24.559,53.049,NA,2,27.93,38.65,Green
Chelonia mydas,2016-11-17T22:39:00Z,23.263,61.21,NA,3342,27,36.58,Green
Chelonia mydas,2019-05-20T12:07:00Z,24.667,53.057,NA,7,27.91,38.69,Green
Chelonia mydas,2016-08-07T23:39:00Z,25.72,55.709,NA,11,28.19,38.73,Green
Chelonia mydas,2019-07-08T05:17:00Z,24.63,53.048,NA,2,27.91,38.67,Green
Caretta caretta,2011-01-09T07:44:11Z,5.90477,60.49152,Juvenile,3209,28.83,35.68,Loggerhead
Caretta caretta,2011-04-30T07:49:31Z,14.9095,56.45168,Juvenile,2842,26.93,36.12,Loggerhead
Chelonia mydas,2018-08-09T05:54:00Z,25.759,53.254,NA,45,27.95,38.47,Green
Caretta caretta,2011-03-26T04:22:00Z,13.14829,51.23193,Juvenile,4267,27.74,36.03,Loggerhead
Chelonia mydas,2018-06-30T13:25:00Z,25.673,57.474,NA,23,28.08,36.73,Green
Chelonia mydas,2017-05-04T22:34:00Z,24.648,53.034,NA,2,27.91,38.67,Green
Chelonia mydas,2016-12-16T06:27:00Z,24.148,53.364,NA,5,28,38.69,Green
Caretta caretta,2011-12-22T07:45:31Z,3.91627,47.53227,Juvenile,19,26.66,35.32,Loggerhead
Chelonia mydas,2019-06-08T15:42:00Z,24.638,53.039,NA,2,27.91,38.67,Green
Chelonia mydas,2017-04-06T10:18:00Z,24.199,53.167,NA,2,27.99,38.65,Green
Chelonia mydas,2018-04-25T12:10:00Z,24.519,53.174,NA,7,27.96,38.71,Green
Caretta caretta,2012-06-09T07:21:10Z,19.93449,60.12713,Juvenile,3515,26.72,36.28,Loggerhead
Chelonia mydas,2017-02-19T23:16:00Z,24.205,52.69,NA,19,27.88,38.41,Green
Caretta caretta,2011-02-04T14:25:24Z,4.46091,53.74024,Juvenile,5138,27.9,35.47,Loggerhead
Chelonia mydas,2018-05-04T06:38:00Z,25.444,54.665,NA,25,28.3,38.69,Green
Chelonia mydas,2019-05-08T19:22:00Z,24.652,53.072,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-15T06:30:00Z,24.534,53.169,NA,8,27.96,38.71,Green
Caretta caretta,2011-12-29T02:08:28Z,5.38199,48.58771,Juvenile,16,26.53,35.4,Loggerhead
Chelonia mydas,2018-12-17T11:46:00Z,24.728,52.949,NA,16,27.86,38.67,Green
Chelonia mydas,2018-11-04T06:21:00Z,24.562,53.34,NA,2,28.02,38.74,Green
Chelonia mydas,2017-06-12T05:55:00Z,24.848,53.096,NA,7,27.86,38.7,Green
Caretta caretta,2011-04-19T22:10:24Z,7.97182,58.46262,Juvenile,3017,28.11,35.81,Loggerhead
Caretta caretta,2011-02-19T06:07:15Z,8.07875,55.31325,Juvenile,4798,27.37,35.66,Loggerhead
Chelonia mydas,2016-05-29T19:26:00Z,24.487,52.919,NA,15,27.92,38.61,Green
Caretta caretta,2012-03-14T16:10:33Z,9.15016,50.69509,Juvenile,32,26.21,35.63,Loggerhead
Caretta caretta,2012-04-08T12:27:16Z,9.2791,50.75337,Juvenile,26,26.18,35.65,Loggerhead
Chelonia mydas,2017-06-06T06:10:00Z,24.709,53.02,NA,12,27.91,38.69,Green
Chelonia mydas,2016-10-22T10:04:00Z,24.106,53.699,NA,31,27.98,38.77,Green
Chelonia mydas,2018-05-27T06:27:00Z,24.858,53.085,NA,3,27.86,38.7,Green
Caretta caretta,2011-11-23T23:58:03Z,1.53755,44.84738,Juvenile,314,26.92,35.19,Loggerhead
Chelonia mydas,2018-04-14T12:32:00Z,24.363,53.138,NA,7,28.01,38.64,Green
Caretta caretta,2011-05-02T09:05:24Z,15.18268,57.09181,Juvenile,3190,26.88,36.13,Loggerhead
Chelonia mydas,2018-05-29T06:21:00Z,24.85,53.093,NA,7,27.86,38.7,Green
Chelonia mydas,2017-04-21T02:57:00Z,24.695,54.415,NA,10,28.13,38.93,Green
Chelonia mydas,2018-09-28T02:34:00Z,24.651,53.053,NA,2,27.91,38.67,Green
Chelonia mydas,2016-12-31T05:21:00Z,24.131,53.349,NA,3,28,38.69,Green
Caretta caretta,2011-04-03T08:59:11Z,15.10973,51.96532,Juvenile,279,27.06,36.02,Loggerhead
Chelonia mydas,2016-07-29T02:01:00Z,25.757,55.727,NA,15,28.15,38.7,Green
Chelonia mydas,2016-08-05T14:07:00Z,25.734,55.869,NA,2,NA,NA,Green
Caretta caretta,2011-12-09T10:24:14Z,0.8378,55.55718,Juvenile,4615,28.57,35.35,Loggerhead
Chelonia mydas,2016-09-21T14:42:00Z,25.758,55.885,NA,3,28.13,38.64,Green
Chelonia mydas,2017-03-21T04:03:00Z,24.638,53.053,NA,2,27.91,38.67,Green
Chelonia mydas,2018-03-13T19:07:00Z,24.652,53.026,NA,9,27.91,38.67,Green
Caretta caretta,2011-12-19T03:58:45Z,4.03852,57.60375,Juvenile,4888,28.65,35.52,Loggerhead
Chelonia mydas,2019-08-09T06:39:00Z,24.56,53.117,NA,2,27.94,38.67,Green
Chelonia mydas,2019-06-17T04:26:00Z,24.453,52.777,NA,7,27.9,38.53,Green
Chelonia mydas,2017-03-22T11:24:00Z,24.175,53.191,NA,14,27.99,38.65,Green
Caretta caretta,2011-06-11T18:57:50Z,18.85081,57.36212,Juvenile,32,25.26,36.11,Loggerhead
Chelonia mydas,2016-06-06T11:04:00Z,24.638,53.016,NA,8,27.91,38.67,Green
Chelonia mydas,2018-04-30T12:45:00Z,24.483,53.103,NA,9,27.98,38.66,Green
Chelonia mydas,2016-09-17T13:25:00Z,25.736,55.853,NA,2,NA,NA,Green
Chelonia mydas,2016-08-07T22:02:00Z,25.482,54.235,NA,37,28.22,38.56,Green
Chelonia mydas,2019-09-05T15:40:00Z,25.486,53.259,NA,28,27.94,38.53,Green
Chelonia mydas,2019-02-27T04:00:00Z,24.665,53.17,NA,10,27.96,38.73,Green
Caretta caretta,2011-02-20T09:17:06Z,15.86263,52.55464,Juvenile,1077,26.67,36.07,Loggerhead
Caretta caretta,2011-03-27T08:34:50Z,12.83472,51.18081,Juvenile,2212,27.77,36.03,Loggerhead
Chelonia mydas,2018-03-22T13:49:00Z,24.561,53.08,NA,2,27.93,38.65,Green
Chelonia mydas,2019-07-10T19:18:00Z,24.579,53.053,NA,2,27.93,38.65,Green
Caretta caretta,2012-01-08T14:47:49Z,9.90941,56.92707,Juvenile,3544,27.45,35.92,Loggerhead
Caretta caretta,2011-03-18T07:49:29Z,16.43507,54.71241,Juvenile,2854,26.73,36.08,Loggerhead
Chelonia mydas,2016-08-22T09:54:00Z,25.66,55.707,NA,2,28.21,38.74,Green
Caretta caretta,2011-02-22T02:33:31Z,15.31593,52.09969,Juvenile,125,26.9,36.02,Loggerhead
Chelonia mydas,2018-11-02T05:26:00Z,24.568,53.345,NA,2,28.02,38.74,Green
Caretta caretta,2011-03-16T06:04:24Z,14.4831,52.80768,Juvenile,1593,26.96,36.04,Loggerhead
Caretta caretta,2011-12-19T21:16:03Z,4.43842,57.91017,Juvenile,4427,28.64,35.57,Loggerhead
Caretta caretta,2011-11-10T11:50:16Z,0.57263,44.98003,Juvenile,3245,27.12,35.33,Loggerhead
Chelonia mydas,2019-09-04T07:11:00Z,25.535,51.661,NA,4,27.21,38.29,Green
Chelonia mydas,2017-05-21T06:43:00Z,24.78,53.069,NA,8,27.87,38.69,Green
Caretta caretta,2011-12-13T20:03:45Z,1.62795,56.55287,Juvenile,4763,28.7,35.35,Loggerhead
Chelonia mydas,2018-08-10T13:49:00Z,25.735,53.193,NA,41,27.88,38.48,Green
Caretta caretta,2012-06-14T00:17:23Z,19.10397,61.60953,Juvenile,3632,27.02,36.31,Loggerhead
Caretta caretta,2012-06-14T03:58:00Z,19.10573,61.64672,Juvenile,3628,27.02,36.31,Loggerhead
Chelonia mydas,2017-01-17T14:52:00Z,24.644,53.044,NA,2,27.91,38.67,Green
Caretta caretta,2012-04-23T10:03:16Z,14.63905,56.38266,Juvenile,3505,26.92,36.12,Loggerhead
Caretta caretta,2011-05-03T08:11:10Z,15.27053,57.49059,Juvenile,4054,26.86,36.13,Loggerhead
Chelonia mydas,2016-09-08T22:34:00Z,25.735,55.866,NA,2,NA,NA,Green
Caretta caretta,2011-02-21T04:20:51Z,15.62643,52.49383,Juvenile,869,26.76,36.07,Loggerhead
Chelonia mydas,2018-04-23T12:32:00Z,24.361,53.957,NA,4,28.03,38.85,Green
Caretta caretta,2012-01-09T01:10:08Z,10.01851,56.81674,Juvenile,4109,27.39,35.92,Loggerhead
Caretta caretta,2011-02-23T18:40:58Z,14.49415,52.95802,Juvenile,1990,26.94,36.04,Loggerhead
Chelonia mydas,2016-08-01T23:11:00Z,25.761,55.789,NA,7,28.14,38.7,Green
Chelonia mydas,2018-08-03T03:21:00Z,24.651,53.065,NA,2,27.91,38.67,Green
Caretta caretta,2011-03-07T16:25:09Z,14.53045,52.35558,Juvenile,2281,27.12,36.04,Loggerhead
Chelonia mydas,2017-04-30T12:24:00Z,24.362,53.645,NA,13,28.07,38.78,Green
Caretta caretta,2012-06-08T02:52:55Z,20.07579,59.87583,Juvenile,3541,26.62,36.28,Loggerhead
Caretta caretta,2012-01-10T09:33:54Z,10.16556,56.58639,Juvenile,3441,27.33,35.93,Loggerhead
Chelonia mydas,2017-04-26T11:26:00Z,24.609,53.026,NA,2,27.91,38.67,Green
Chelonia mydas,2018-07-14T11:50:00Z,25.567,54.021,NA,35,28.2,38.52,Green
Chelonia mydas,2017-02-17T10:59:00Z,24.611,54.383,NA,7,28.14,38.93,Green
Caretta caretta,2011-04-09T16:32:59Z,3.19814,46.88531,Juvenile,27,26.74,35.22,Loggerhead
Chelonia mydas,2019-05-19T17:10:00Z,24.58,53.057,NA,2,27.93,38.65,Green
Chelonia mydas,2016-10-30T06:49:00Z,24.643,53.037,NA,2,27.91,38.67,Green
Caretta caretta,2011-02-05T22:18:51Z,14.19354,55.02799,Juvenile,2312,27.04,36.08,Loggerhead
Chelonia mydas,2016-10-05T17:26:00Z,25.648,55.709,NA,2,28.21,38.74,Green
Chelonia mydas,2018-12-27T06:30:00Z,24.652,53.071,NA,2,27.91,38.67,Green
Chelonia mydas,2018-04-07T05:58:00Z,24.543,53.107,NA,3,27.94,38.67,Green
Chelonia mydas,2019-07-11T13:45:00Z,24.686,53.154,NA,11,27.92,38.71,Green
Caretta caretta,2011-04-17T05:35:41Z,13.34446,52.58304,Juvenile,2196,26.79,35.98,Loggerhead
Chelonia mydas,2018-04-25T05:48:00Z,24.512,53.123,NA,5,27.94,38.67,Green
Caretta caretta,2011-07-12T07:36:17Z,7.3355,60.1417,Juvenile,2503,28.5,35.81,Loggerhead
Chelonia mydas,2017-07-14T06:33:00Z,24.639,53.055,NA,2,27.91,38.67,Green
Chelonia mydas,2016-09-06T13:28:00Z,25.82,55.801,NA,18,28.14,38.7,Green
Chelonia mydas,2016-09-01T23:49:00Z,24.129,52.497,NA,5,27.79,38.08,Green
Chelonia mydas,2016-08-30T11:46:00Z,24.66,53.08,NA,4,27.91,38.67,Green
